Timestamp	BM2:TEL? 8,DATA: Time (s)	BM2:TEL? 8,DATA: Data	BM2:TEL? 9,DATA: Time (s)	BM2:TEL? 9,DATA: Data	BM2:TEL? 10,DATA: Time (s)	BM2:TEL? 10,DATA: Data	BM2:TEL? 11,DATA: Time (s)	BM2:TEL? 11,DATA: Data	BM2:TEL? 13,DATA: Time (s)	BM2:TEL? 13,DATA: Data	BM2:TEL? 14,DATA: Time (s)	BM2:TEL? 14,DATA: Data	BM2:TEL? 15,DATA: Time (s)	BM2:TEL? 15,DATA: Data	BM2:TEL? 16,DATA: Time (s)	BM2:TEL? 16,DATA: Data	BM2:TEL? 17,DATA: Time (s)	BM2:TEL? 17,DATA: Data	BM2:TEL? 18,DATA: Time (s)	BM2:TEL? 18,DATA: Data	BM2:TEL? 19,DATA: Time (s)	BM2:TEL? 19,DATA: Data	BM2:TEL? 20,DATA: Time (s)	BM2:TEL? 20,DATA: Data	BM2:TEL? 21,DATA: Time (s)	BM2:TEL? 21,DATA: Data	BM2:TEL? 22,DATA: Time (s)	BM2:TEL? 22,DATA: Data	BM2:TEL? 23,DATA: Time (s)	BM2:TEL? 23,DATA: Data	BM2:TEL? 24,DATA: Time (s)	BM2:TEL? 24,DATA: Data	BM2:TEL? 25,DATA: Time (s)	BM2:TEL? 25,DATA: Data	BM2:TEL? 48,DATA: Time (s)	BM2:TEL? 48,DATA: Data	BM2:TEL? 49,DATA: Time (s)	BM2:TEL? 49,DATA: Data	BM2:TEL? 50,DATA: Time (s)	BM2:TEL? 50,DATA: Data	BM2:TEL? 51,DATA: Time (s)	BM2:TEL? 51,DATA: Data	BM2:TEL? 52,DATA: Time (s)	BM2:TEL? 52,DATA: Data	BM2:TEL? 53,DATA: Time (s)	BM2:TEL? 53,DATA: Data	BM2:TEL? 54,DATA: Time (s)	BM2:TEL? 54,DATA: Data	BM2:TEL? 55,DATA: Time (s)	BM2:TEL? 55,DATA: Data	BM2:TEL? 56,DATA: Time (s)	BM2:TEL? 56,DATA: Data	BM2:TEL? 57,DATA: Time (s)	BM2:TEL? 57,DATA: Data	BM2:TEL? 58,DATA: Time (s)	BM2:TEL? 58,DATA: Data	BM2:TEL? 60,DATA: Time (s)	BM2:TEL? 60,DATA: Data	BM2:TEL? 61,DATA: Time (s)	BM2:TEL? 61,DATA: Data	BM2:TEL? 62,DATA: Time (s)	BM2:TEL? 62,DATA: Data	BM2:TEL? 63,DATA: Time (s)	BM2:TEL? 63,DATA: Data	BM2:TEL? 80,DATA: Time (s)	BM2:TEL? 80,DATA: Data	BM2:TEL? 81,DATA: Time (s)	BM2:TEL? 81,DATA: Data	BM2:TEL? 82,DATA: Time (s)	BM2:TEL? 82,DATA: Data	BM2:TEL? 83,DATA: Time (s)	BM2:TEL? 83,DATA: Data	BM2:TEL? 84,DATA: Time (s)	BM2:TEL? 84,DATA: Data	BM2:TEL? 85,DATA: Time (s)	BM2:TEL? 85,DATA: Data	BM2:TEL? 90,DATA: Time (s)	BM2:TEL? 90,DATA: Data	BM2:TEL? 93,DATA: Time (s)	BM2:TEL? 93,DATA: Data	BM2:TEL? 94,DATA: Time (s)	BM2:TEL? 94,DATA: Data	BM2:TEL? 95,DATA: Time (s)	BM2:TEL? 95,DATA: Data	BM2:TEL? 104,DATA: Time (s)	BM2:TEL? 104,DATA: Data	BM2:TEL? 105,DATA: Time (s)	BM2:TEL? 105,DATA: Data	BM2:TEL? 106,DATA: Time (s)	BM2:TEL? 106,DATA: Data	BM2:TEL? 107,DATA: Time (s)	BM2:TEL? 107,DATA: Data	BM2:TEL? 114,DATA: Time (s)	BM2:TEL? 114,DATA: Data
00:01:44:05.02	6245.02	2978	6245.24	7008	6245.45	-48	6245.67	-48	6245.89	24592	6246.1	13	6246.32	253	6246.54	52	6246.75	206	6246.96	2254	6247.18	65535	6247.38	6800	6247.6	8400	6247.81	C0 00	6248.03	0	6248.25	10178	6248.46	8400	6248.68	2972	6248.9	2984	6249.12	4282	6249.34	4282	6249.55	02	6249.77		6249.98	00 00 00 00	6250.2	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6250.42	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6250.63	00 00	6250.85	00 00 00 00 00 00 00 00	6251.07	4000	6251.28	4000	6251.5	4000	6251.72	4000	6251.92	00 00	6252.14	00 00	6252.35	00 00	6252.57	00 00	6252.79	45 80	6253.01	00 04	6253.23	2048	6253.44	7008	6253.66	2972	6253.87	2984	6254.09	00 00	6254.3	00 00	6254.52	00 00	6254.73	00 00	6254.94	04 00
00:01:44:15.16	6255.16	2978	6255.37	7008	6255.59	-47	6255.8	-48	6256.01	24592	6256.23	13	6256.44	253	6256.66	52	6256.87	206	6257.09	2254	6257.3	65535	6257.53	6800	6257.74	8400	6257.95	C0 00	6258.17	0	6258.38	10178	6258.6	8400	6258.82	2972	6259.04	2984	6259.25	4282	6259.46	4282	6259.67	02	6259.88		6260.1	00 00 00 00	6260.31	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6260.53	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6260.74	00 00	6260.96	00 00 00 00 00 00 00 00	6261.18	4000	6261.39	4000	6261.61	4000	6261.82	4000	6262.03	00 00	6262.24	00 00	6262.46	00 00	6262.68	00 00	6262.89	45 80	6263.11	00 04	6263.33	2047	6263.55	7008	6263.77	2972	6263.98	2984	6264.2	00 00	6264.42	00 00	6264.63	00 00	6264.85	00 00	6265.07	04 00
00:01:44:25.29	6265.29	2978	6265.51	7008	6265.73	-48	6265.95	-48	6266.17	24592	6266.38	13	6266.6	253	6266.82	52	6267.04	206	6267.26	2254	6267.47	65535	6267.69	6800	6267.91	8400	6268.13	C0 00	6268.34	0	6268.56	10178	6268.78	8400	6268.99	2972	6269.2	2984	6269.42	4282	6269.64	4282	6269.85	02	6270.07		6270.29	00 00 00 00	6270.5	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6270.72	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6270.93	00 00	6271.15	00 00 00 00 00 00 00 00	6271.36	4000	6271.57	4000	6271.78	4000	6271.99	4000	6272.21	00 00	6272.41	00 00	6272.62	00 00	6272.85	00 00	6273.07	45 80	6273.29	00 04	6273.5	2047	6273.72	7008	6273.94	2972	6274.15	2984	6274.36	00 00	6274.58	00 00	6274.8	00 00	6275.01	00 00	6275.23	04 00
00:01:44:35.45	6275.45	2978	6275.66	7008	6275.89	-47	6276.11	-48	6276.33	24592	6276.55	13	6276.76	252	6276.97	52	6277.2	204	6277.4	2252	6277.63	65535	6277.84	6800	6278.06	8400	6278.27	C0 00	6278.48	0	6278.7	10178	6278.91	8400	6279.12	2972	6279.33	2984	6279.54	4282	6279.76	4282	6279.98	02	6280.2		6280.41	00 00 00 00	6280.63	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6280.84	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6281.06	00 00	6281.28	00 00 00 00 00 00 00 00	6281.52	4000	6281.74	4000	6281.97	4000	6282.18	4000	6282.39	00 00	6282.61	00 00	6282.82	00 00	6283.03	00 00	6283.25	45 80	6283.46	00 04	6283.68	2048	6283.89	7008	6284.11	2972	6284.33	2984	6284.54	00 00	6284.75	00 00	6284.97	00 00	6285.19	00 00	6285.4	04 00
00:01:44:45.61	6285.61	2978	6285.82	7008	6286.03	-48	6286.25	-48	6286.47	24592	6286.69	13	6286.9	252	6287.12	52	6287.33	204	6287.54	2252	6287.75	65535	6287.98	6800	6288.19	8400	6288.41	C0 00	6288.63	0	6288.85	10178	6289.06	8400	6289.27	2972	6289.49	2984	6289.71	4282	6289.91	4282	6290.13	02	6290.34		6290.54	00 00 00 00	6290.77	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6290.99	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6291.21	00 00	6291.43	00 00 00 00 00 00 00 00	6291.65	4000	6291.86	4000	6292.07	4000	6292.29	4000	6292.51	00 00	6292.72	00 00	6292.94	00 00	6293.15	00 00	6293.37	45 80	6293.58	00 04	6293.8	2047	6294.02	7009	6294.24	2972	6294.46	2984	6294.67	00 00	6294.88	00 00	6295.09	00 00	6295.31	00 00	6295.52	04 00
00:01:44:55.74	6295.74	2978	6295.96	7009	6296.18	-48	6296.39	-48	6296.59	24848	6296.81	13	6297.01	252	6297.23	52	6297.44	204	6297.66	2252	6297.87	65535	6298.09	6800	6298.31	8400	6298.51	C0 00	6298.73	0	6298.95	10178	6299.17	8400	6299.38	2972	6299.6	2984	6299.82	4282	6300.02	4282	6300.24	02	6300.45		6300.67	00 00 00 00	6300.88	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6301.1	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6301.32	00 00	6301.53	00 00 00 00 00 00 00 00	6301.76	4000	6301.97	4000	6302.19	4000	6302.4	4000	6302.61	00 00	6302.83	00 00	6303.04	00 00	6303.26	00 00	6303.48	45 80	6303.71	00 04	6303.92	2047	6304.12	7009	6304.34	2972	6304.55	2984	6304.76	00 00	6304.98	00 00	6305.19	00 00	6305.41	00 00	6305.63	04 00
00:01:45:05.84	6305.84	2978	6306.06	7009	6306.27	-47	6306.48	-48	6306.7	24848	6306.92	13	6307.13	252	6307.35	52	6307.57	204	6307.79	2252	6308.0	65535	6308.22	6800	6308.43	8400	6308.65	C0 00	6308.86	0	6309.08	10178	6309.29	8400	6309.51	2972	6309.74	2984	6309.94	4282	6310.16	4282	6310.36	02	6310.57		6310.79	00 00 00 00	6311.01	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6311.22	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6311.45	00 00	6311.66	00 00 00 00 00 00 00 00	6311.87	4000	6312.09	4000	6312.31	4000	6312.53	4000	6312.73	00 00	6312.95	00 00	6313.16	00 00	6313.38	00 00	6313.6	45 80	6313.8	00 04	6314.02	2047	6314.23	7008	6314.45	2972	6314.67	2984	6314.88	00 00	6315.1	00 00	6315.32	00 00	6315.54	00 00	6315.75	04 00
00:01:45:15.96	6315.96	2978	6316.17	7009	6316.38	-48	6316.6	-48	6316.8	24848	6317.02	13	6317.23	252	6317.45	52	6317.67	204	6317.89	2252	6318.11	65535	6318.32	6800	6318.54	8400	6318.75	C0 00	6318.96	0	6319.18	10178	6319.39	8400	6319.6	2972	6319.81	2984	6320.02	4282	6320.23	4282	6320.45	02	6320.65		6320.87	00 00 00 00	6321.08	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6321.3	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6321.52	00 00	6321.74	00 00 00 00 00 00 00 00	6321.95	4000	6322.17	4000	6322.38	4000	6322.6	4000	6322.82	00 00	6323.04	00 00	6323.26	00 00	6323.46	00 00	6323.68	45 80	6323.89	00 04	6324.11	2047	6324.32	7009	6324.54	2972	6324.76	2984	6324.97	00 00	6325.19	00 00	6325.4	00 00	6325.62	00 00	6325.83	04 00
00:01:45:26.05	6326.05	2978	6326.27	7009	6326.48	-48	6326.69	-48	6326.9	24848	6327.11	13	6327.33	252	6327.54	52	6327.76	204	6327.97	2252	6328.19	65535	6328.4	6800	6328.61	8400	6328.82	C0 00	6329.04	0	6329.26	10178	6329.47	8400	6329.69	2972	6329.91	2984	6330.13	4282	6330.35	4282	6330.56	02	6330.77		6330.99	00 00 00 00	6331.19	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6331.41	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6331.63	00 00	6331.84	00 00 00 00 00 00 00 00	6332.06	4000	6332.28	4000	6332.49	4000	6332.72	4000	6332.93	00 00	6333.15	00 00	6333.36	00 00	6333.56	00 00	6333.78	45 80	6334.0	00 04	6334.22	2047	6334.43	7008	6334.65	2972	6334.86	2984	6335.08	00 00	6335.29	00 00	6335.5	00 00	6335.72	00 00	6335.94	04 00
00:01:45:36.16	6336.16	2978	6336.37	7008	6336.59	-48	6336.81	-48	6337.02	24592	6337.24	13	6337.45	252	6337.67	52	6337.88	204	6338.1	2252	6338.32	65535	6338.54	6800	6338.76	8400	6338.97	C0 00	6339.19	0	6339.4	10178	6339.61	8400	6339.83	2972	6340.05	2984	6340.27	4282	6340.49	4282	6340.71	02	6340.92		6341.14	00 00 00 00	6341.36	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6341.58	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6341.8	00 00	6342.01	00 00 00 00 00 00 00 00	6342.23	4000	6342.44	4000	6342.66	4000	6342.88	4000	6343.1	00 00	6343.32	00 00	6343.53	00 00	6343.75	00 00	6343.96	45 80	6344.17	00 04	6344.39	2047	6344.6	7008	6344.82	2972	6345.03	2984	6345.25	00 00	6345.45	00 00	6345.66	00 00	6345.88	00 00	6346.1	04 00
00:01:45:46.30	6346.3	2978	6346.52	7009	6346.74	-48	6346.94	-48	6347.16	24848	6347.38	13	6347.6	252	6347.82	52	6348.02	204	6348.24	2252	6348.45	65535	6348.67	6800	6348.88	8400	6349.1	C0 00	6349.31	0	6349.53	10178	6349.75	8400	6349.95	2972	6350.17	2984	6350.38	4282	6350.61	4282	6350.82	02	6351.04		6351.26	00 00 00 00	6351.47	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6351.69	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6351.91	00 00	6352.13	00 00 00 00 00 00 00 00	6352.34	4000	6352.55	4000	6352.77	4000	6352.98	4000	6353.2	00 00	6353.42	00 00	6353.64	00 00	6353.85	00 00	6354.07	45 80	6354.28	00 04	6354.5	2047	6354.72	7008	6354.93	2972	6355.16	2984	6355.37	00 00	6355.59	00 00	6355.8	00 00	6356.02	00 00	6356.23	04 00
00:01:45:56.45	6356.45	2978	6356.68	7008	6356.89	-48	6357.1	-48	6357.31	24592	6357.53	13	6357.74	252	6357.96	52	6358.17	204	6358.39	2252	6358.61	65535	6358.82	6800	6359.04	8400	6359.26	C0 00	6359.48	0	6359.69	10178	6359.91	8400	6360.12	2972	6360.33	2984	6360.54	4282	6360.76	4282	6360.97	02	6361.19		6361.4	00 00 00 00	6361.62	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6361.83	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6362.06	00 00	6362.27	00 00 00 00 00 00 00 00	6362.49	4000	6362.7	4000	6362.92	4000	6363.13	4000	6363.35	00 00	6363.57	00 00	6363.79	00 00	6364.0	00 00	6364.21	45 80	6364.42	00 04	6364.64	2047	6364.85	7009	6365.07	2972	6365.28	2984	6365.49	00 00	6365.71	00 00	6365.91	00 00	6366.13	00 00	6366.35	04 00
00:01:46:06.56	6366.56	2978	6366.76	7009	6366.98	-48	6367.19	-48	6367.41	24848	6367.63	13	6367.84	252	6368.06	52	6368.27	204	6368.49	2252	6368.7	65535	6368.92	6800	6369.13	8400	6369.35	C0 00	6369.57	0	6369.78	10178	6369.99	8400	6370.21	2972	6370.41	2984	6370.63	4282	6370.85	4282	6371.07	02	6371.29		6371.5	00 00 00 00	6371.71	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6371.92	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6372.14	00 00	6372.35	00 00 00 00 00 00 00 00	6372.57	4000	6372.78	4000	6372.99	4000	6373.21	4000	6373.42	00 00	6373.63	00 00	6373.84	00 00	6374.05	00 00	6374.26	45 80	6374.47	00 04	6374.69	2047	6374.91	7009	6375.12	2972	6375.33	2984	6375.54	00 00	6375.76	00 00	6375.97	00 00	6376.19	00 00	6376.41	04 00
00:01:46:16.63	6376.63	2978	6376.85	7009	6377.07	-48	6377.29	-48	6377.51	24848	6377.73	13	6377.94	252	6378.15	52	6378.36	204	6378.58	2252	6378.79	65535	6379.0	6800	6379.22	8400	6379.42	C0 00	6379.63	0	6379.84	10178	6380.05	8400	6380.27	2972	6380.48	2984	6380.7	4282	6380.92	4282	6381.14	02	6381.35		6381.57	00 00 00 00	6381.79	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6382.0	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6382.22	00 00	6382.43	00 00 00 00 00 00 00 00	6382.64	4000	6382.85	4000	6383.07	4000	6383.29	4000	6383.51	00 00	6383.72	00 00	6383.93	00 00	6384.14	00 00	6384.36	45 80	6384.58	00 04	6384.79	2047	6385.0	7008	6385.22	2972	6385.44	2984	6385.66	00 00	6385.87	00 00	6386.09	00 00	6386.3	00 00	6386.52	04 00
00:01:46:26.74	6386.74	2978	6386.95	7009	6387.16	-48	6387.38	-48	6387.59	24848	6387.81	13	6388.02	252	6388.24	52	6388.45	16	6388.66	2252	6388.88	65535	6389.09	6800	6389.31	8400	6389.52	C0 00	6389.73	0	6389.95	10178	6390.17	8400	6390.39	2972	6390.61	2984	6390.83	4282	6391.03	4282	6391.25	02	6391.47		6391.69	00 00 00 00	6391.9	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6392.12	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6392.34	00 00	6392.55	00 00 00 00 00 00 00 00	6392.77	4000	6392.99	4000	6393.2	4000	6393.42	4000	6393.63	00 00	6393.85	00 00	6394.06	00 00	6394.28	00 00	6394.49	45 80	6394.71	00 04	6394.91	2047	6395.13	7008	6395.34	2972	6395.55	2984	6395.78	00 00	6395.99	00 00	6396.21	00 00	6396.43	00 00	6396.63	04 00
00:01:46:36.85	6396.85	2978	6397.06	7008	6397.28	-47	6397.5	-48	6397.72	24592	6397.94	13	6398.16	252	6398.38	52	6398.59	204	6398.8	2252	6399.02	65535	6399.24	6800	6399.45	8400	6399.67	C0 00	6399.88	0	6400.09	10178	6400.3	8400	6400.52	2972	6400.73	2984	6400.95	4282	6401.16	4282	6401.38	02	6401.59		6401.81	00 00 00 00	6402.05	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6402.26	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6402.48	00 00	6402.69	00 00 00 00 00 00 00 00	6402.91	4000	6403.12	4000	6403.34	4000	6403.55	4000	6403.76	00 00	6403.97	00 00	6404.19	00 00	6404.4	00 00	6404.61	45 80	6404.83	00 04	6405.04	2047	6405.25	7008	6405.46	2972	6405.68	2984	6405.89	00 00	6406.1	00 00	6406.31	00 00	6406.52	00 00	6406.74	04 00
00:01:46:46.96	6406.96	2978	6407.18	7008	6407.4	-48	6407.61	-48	6407.83	24592	6408.04	13	6408.26	252	6408.47	52	6408.69	16	6408.91	2252	6409.13	65535	6409.35	6800	6409.57	8400	6409.79	C0 00	6410.0	0	6410.22	10178	6410.42	8400	6410.65	2972	6410.86	2984	6411.08	4282	6411.29	4282	6411.5	02	6411.72		6411.93	00 00 00 00	6412.15	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6412.36	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6412.59	00 00	6412.8	00 00 00 00 00 00 00 00	6413.01	4000	6413.23	4000	6413.45	4000	6413.67	4000	6413.88	00 00	6414.09	00 00	6414.31	00 00	6414.51	00 00	6414.73	45 80	6414.94	00 04	6415.15	2047	6415.37	7008	6415.57	2972	6415.79	2984	6416.0	00 00	6416.21	00 00	6416.43	00 00	6416.63	00 00	6416.85	04 00
00:01:46:57.06	6417.06	2978	6417.27	7008	6417.48	-48	6417.7	-48	6417.92	24592	6418.14	13	6418.36	252	6418.56	52	6418.78	204	6418.99	2252	6419.21	65535	6419.43	6800	6419.64	8400	6419.86	C0 00	6420.07	0	6420.29	10178	6420.5	8400	6420.72	2972	6420.93	2984	6421.15	4282	6421.37	4282	6421.58	02	6421.81		6422.02	00 00 00 00	6422.24	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6422.46	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6422.68	00 00	6422.89	00 00 00 00 00 00 00 00	6423.11	4000	6423.33	4000	6423.54	4000	6423.76	4000	6423.97	00 00	6424.19	00 00	6424.4	00 00	6424.61	00 00	6424.82	45 80	6425.03	00 04	6425.25	2048	6425.46	7008	6425.68	2972	6425.89	2984	6426.1	00 00	6426.32	00 00	6426.55	00 00	6426.76	00 00	6426.98	04 00
00:01:47:07.19	6427.19	2978	6427.41	7008	6427.62	-48	6427.83	-48	6428.05	24591	6428.26	13	6428.47	251	6428.68	52	6428.9	202	6429.11	2250	6429.33	65535	6429.55	6800	6429.75	8400	6429.96	C0 00	6430.18	0	6430.4	10178	6430.61	8400	6430.81	2972	6431.03	2984	6431.24	4282	6431.45	4282	6431.66	02	6431.87		6432.08	00 00 00 00	6432.28	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6432.5	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6432.72	00 00	6432.93	00 00 00 00 00 00 00 00	6433.14	4000	6433.35	4000	6433.57	4000	6433.79	4000	6433.99	00 00	6434.21	00 00	6434.42	00 00	6434.63	00 00	6434.84	45 80	6435.04	00 04	6435.25	2047	6435.45	7009	6435.66	2972	6435.86	2984	6436.07	00 00	6436.28	00 00	6436.48	00 00	6436.69	00 00	6436.89	04 00
00:01:47:17.20	6437.2	2978	6437.4	7008	6437.61	-48	6437.81	-48	6438.02	24591	6438.22	13	6438.43	251	6438.63	52	6438.84	202	6439.05	2250	6439.25	65535	6439.46	6800	6439.66	8400	6439.87	C0 00	6440.08	0	6440.29	10178	6440.49	8400	6440.7	2972	6440.91	2984	6441.12	4282	6441.33	4282	6441.55	02	6441.76		6441.97	00 00 00 00	6442.19	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6442.4	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6442.62	00 00	6442.84	00 00 00 00 00 00 00 00	6443.06	4000	6443.28	4000	6443.5	4000	6443.72	4000	6443.94	00 00	6444.16	00 00	6444.37	00 00	6444.59	00 00	6444.81	45 80	6445.02	00 04	6445.24	2047	6445.44	7009	6445.65	2972	6445.86	2984	6446.08	00 00	6446.29	00 00	6446.5	00 00	6446.72	00 00	6446.93	04 00
00:01:47:27.25	6447.25	2978	6447.46	7008	6447.68	-48	6447.89	-48	6448.1	24591	6448.32	13	6448.53	251	6448.75	52	6448.96	202	6449.18	2250	6449.39	65535	6449.6	6800	6449.81	8400	6450.01	C0 00	6450.22	0	6450.43	10178	6450.64	8400	6450.85	2972	6451.05	2984	6451.26	4282	6451.47	4282	6451.67	02	6451.88		6452.09	00 00 00 00	6452.3	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6452.51	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6452.72	00 00	6452.93	00 00 00 00 00 00 00 00	6453.14	4000	6453.35	4000	6453.55	4000	6453.76	4000	6453.97	00 00	6454.18	00 00	6454.38	00 00	6454.59	00 00	6454.8	45 80	6455.0	00 04	6455.21	2047	6455.41	7009	6455.62	2972	6455.83	2984	6456.04	00 00	6456.25	00 00	6456.46	00 00	6456.67	00 00	6456.88	04 00
00:01:47:37.29	6457.29	2978	6457.5	7009	6457.71	-47	6457.92	-48	6458.13	24847	6458.34	13	6458.55	251	6458.75	52	6458.96	202	6459.17	2250	6459.37	65535	6459.58	6800	6459.79	8400	6460.0	C0 00	6460.2	0	6460.41	10178	6460.62	8400	6460.83	2972	6461.03	2984	6461.24	4282	6461.45	4282	6461.65	02	6461.86		6462.07	00 00 00 00	6462.28	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6462.49	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6462.7	00 00	6462.91	00 00 00 00 00 00 00 00	6463.12	4000	6463.32	4000	6463.53	4000	6463.74	4000	6463.95	00 00	6464.16	00 00	6464.36	00 00	6464.57	00 00	6464.78	45 80	6464.99	00 04	6465.2	2047	6465.4	7009	6465.61	2972	6465.82	2984	6466.03	00 00	6466.23	00 00	6466.44	00 00	6466.65	00 00	6466.86	04 00
